Family,Genus,Species,Binomial,X_For_Partition,Binomial_2,No_VF,RNA,DNA,Retro,Zoo,RWL,log_AR,AR,log_Forearm,Forearm,log_Mass,Mass,Pulse,sqrt_Rarea,Range_Area,Median_Y_Lat,Median_X_Long,Sympatry,log_Median,Group Size,Roost,Lifespan,Torpor,Diet_2,Migration,Status,Trend,sin_Citations,sin_No_Mixed,Residuals,PhyloClust56,PhyloClust41
Pteropodidae,Pteropus,tonganus,Pteropus tonganus,592,Pteropus_tonganus,0,0,0,0,0,47.37179858,0.851258349,7.100000005,2.134049543,136.1600001,2.639486489,435.9999997,NA,240.5021846,57841.3008,-16.9936008,142.1390076,44,1,10,F,NA,NA,Phyto,NA,LC,D,4.060740143,NA,-24.93979137,PC7,PC38
Pteropodidae,Pteropus,vetulus,Pteropus vetulus,593,Pteropus_vetulus,0,0,0,0,0,NA,NA,NA,2.007875744,101.8300001,NA,NA,NA,128.579157,16532.59961,-21.3393002,165.4960022,6,NA,NA,G,NA,NA,Phyto,NA,V,D,0,NA,-56.83815123,PC7,PC38
Pteropodidae,Pteropus,voeltzkowi,Pteropus voeltzkowi,594,Pteropus_voeltzkowi,0,0,0,0,0,NA,NA,NA,2.193124598,155.9999999,NA,NA,1,30.14184808,908.5310057,-5.1654801,39.7624016,13,2.631443769,428,F,NA,NA,Phyto,NA,V,I,2.312438341,NA,-44.47170387,PC7,PC38
Pteropodidae,Pteropus,woodfordi,Pteropus woodfordi,595,Pteropus_woodfordi,0,0,0,0,0,NA,NA,NA,1.945862324,88.2799999,NA,NA,NA,117.0598138,13703.00001,-8.97964,159.5460052,29,NA,NA,NA,NA,NA,Phyto,NA,V,D,0,NA,-33.21015815,PC7,PC38
Pteropodidae,Rousettus,obliviosus,Rousettus obliviosus,596,Rousettus_obliviosus,0,0,0,0,0,NA,NA,NA,1.860338007,72.50000007,NA,NA,NA,40.83038078,1667.119995,-11.8857002,43.6706009,5,NA,NA,CV,NA,NA,Phyto,NA,V,U,2.094712547,NA,-53.05440415,PC7,PC41
Pteropodidae,Rousettus,spinalatus,Rousettus spinalatus,597,Rousettus_spinalatus,0,0,0,0,0,NA,NA,NA,1.929725378,85.05999993,NA,NA,NA,267.6775988,71651.2969,4.3100901,113.0930023,96,NA,NA,CV,NA,NA,Phyto,NA,V,D,0,NA,25.57870297,PC7,PC41
Pteropodidae,Scotonycteris,zenkeri,Scotonycteris zenkeri,598,Scotonycteris_zenkeri,0,0,0,0,0,NA,NA,NA,1.703935891,50.57499995,1.328379603,21.29999998,NA,1422.494288,2023489.999,0.868136,14.8542995,123,0,1,F,NA,NA,Phyto,NA,LC,D,1.818446459,NA,-10.3777415,PC7,PC41
Pteropodidae,Stenonycteris,lanosus,Stenonycteris lanosus,599,Stenonycteris_lanosus,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyto,NA,NA,NA,0.881373587,NA,NA,PC7,PC41
Pteropodidae,Styloctenium,mindorensis,Styloctenium mindorensis,600,Styloctenium_mindorensis,0,0,0,0,0,NA,NA,NA,NA,NA,2.231214648,170.3,NA,3.300090938,10.8906002,12.8541002,120.9260025,30,NA,NA,NA,NA,NA,Phyto,NA,DD,U,0,NA,-26.00838799,PC7,PC38
Pteropodidae,Thoopterus,nigrescens,Thoopterus nigrescens,601,Thoopterus_nigrescens,0,0,0,0,0,43.55098908,0.826074803,6.700000005,1.859318465,72.32999998,1.819543936,66.00000007,NA,427.6295125,182867,-1.98578,121.4020004,69,NA,NA,NA,NA,NA,Phyto,NA,LC,U,0,NA,-10.14129897,PC7,PC42
Rhinolophidae,Rhinolophus,acuminatus,Rhinolophus acuminatus,602,Rhinolophus_acuminatus,0,0,0,0,0,NA,NA,NA,1.69565676,49.62000001,1.08278537,12.09999999,NA,1037.863189,1077159.999,8.26056,105.0660019,177,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,64.59095998,PC5,PC25
Rhinolophidae,Rhinolophus,arcuatus,Rhinolophus arcuatus,603,Rhinolophus_arcuatus,0,0,0,0,0,NA,NA,NA,1.678973376,47.75000001,0.953276337,8.980000007,NA,593.9031908,352721,8.2910099,126.0240021,177,NA,NA,CV,NA,NA,Pred,NA,LC,S,2.644120761,NA,88.79405926,PC5,PC25
Rhinolophidae,Rhinolophus,beddomei,Rhinolophus beddomei,604,Rhinolophus_beddomei,0,0,0,0,0,NA,NA,NA,1.774516966,59.50000004,1.473924693,29.77999997,NA,431.2458695,185973,11.9345999,76.7745972,50,NA,NA,G,NA,NA,Pred,NA,LC,S,1.818446459,NA,-29.33844972,PC5,PC25
Rhinolophidae,Rhinolophus,borneensis,Rhinolophus borneensis,605,Rhinolophus_borneensis,0,0,0,0,0,NA,NA,NA,1.643452676,43.99999995,1.10720997,12.80000001,NA,862.3798467,743699,1.02131,114.0699997,148,NA,NA,G,NA,NA,Pred,NA,LC,U,0.881373587,NA,45.15767945,PC5,PC25
Rhinolophidae,Rhinolophus,capensis,Rhinolophus capensis,606,Rhinolophus_capensis,0,0,0,0,0,NA,0.77633791,5.975000005,1.694605199,49.50000001,1.10720997,12.80000001,1,492.6459175,242700,-32.7448006,22.8484993,20,NA,NA,CV,NA,H,Pred,NA,LC,D,3.333477587,1.443635475,-62.68575908,PC5,PC25
Rhinolophidae,Rhinolophus,celebensis,Rhinolophus celebensis,607,Rhinolophus_celebensis,0,0,0,0,0,NA,NA,NA,1.618048097,41.50000003,1.034227261,10.82000001,NA,555.1882564,308234,-4.3132501,116.4850006,105,NA,NA,CV,NA,NA,Pred,NA,LC,U,0,NA,18.90465797,PC5,PC25
Rhinolophidae,Rhinolophus,chaseni,Rhinolophus chaseni,608,Rhinolophus_chaseni,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC5,PC25
Rhinolophidae,Rhinolophus,clivosus,Rhinolophus clivosus,609,Rhinolophus_clivosus,0,0,0,0,0,NA,NA,NA,1.745074792,55.60000005,1.303196057,20.09999998,NA,1926.670704,3712060.002,-4.00422,31.6340008,167,NA,NA,G,NA,NA,Pred,NA,LC,U,3.466711038,NA,6.136377115,PC5,PC25
Rhinolophidae,Rhinolophus,coelophyllus,Rhinolophus coelophyllus,610,Rhinolophus_coelophyllus,0,0,0,0,0,NA,NA,NA,1.633468456,43.00000004,0.886490725,7.699999997,NA,652.7396112,426069,15.2477999,99.9534988,124,NA,NA,CV,NA,NA,Pred,NA,LC,U,3.466711038,NA,32.58650964,PC5,PC25
Rhinolophidae,Rhinolophus,creaghi,Rhinolophus creaghi,611,Rhinolophus_creaghi,0,0,0,0,0,NA,NA,NA,1.685741739,48.50000004,1.228400359,16.92000001,NA,402.1131682,161695,2.7016599,115.677002,110,NA,NA,CV,NA,NA,Pred,NA,LC,D,0.881373587,NA,32.24976017,PC5,PC25
Rhinolophidae,Rhinolophus,darlingi,Rhinolophus darlingi,612,Rhinolophus_darlingi,0,0,0,0,0,35.07225642,0.799340549,6.299999993,1.67669361,47.50000004,0.951337519,8.940000004,NA,1166.186091,1359989.999,-22.9979,28.7476006,89,NA,NA,G,NA,NA,Pred,NA,LC,U,0.881373587,NA,-30.40474222,PC5,PC25
Rhinolophidae,Rhinolophus,euryotis,Rhinolophus euryotis,613,Rhinolophus_euryotis,0,0,0,0,0,NA,NA,NA,1.734399743,54.25000006,1.155336037,14.29999998,NA,878.2146662,771260.9999,-4.0578299,135.5330048,157,NA,NA,G,NA,NA,Pred,NA,LC,U,1.818446459,2.776472281,53.29442215,PC5,PC25
Rhinolophidae,Rhinolophus,formosae,Rhinolophus formosae,614,Rhinolophus_formosae,0,0,0,0,0,36.64267991,0.649334859,4.460000003,1.770852012,59.00000005,1.123524981,13.29,NA,174.8822483,30583.80077,23.7308998,120.9369965,21,NA,NA,G,NA,NA,Pred,NA,NT,D,1.818446459,NA,-44.36242891,PC5,PC25
Rhinolophidae,Rhinolophus,fumigatus,Rhinolophus fumigatus,615,Rhinolophus_fumigatus,0,0,0,0,0,32.83175929,0.826074803,6.700000005,1.71222867,51.55000005,1.116939647,13.09000001,1,2891.637944,8361569.999,-1.16258,22.4230995,177,NA,NA,G,NA,NA,Pred,NA,LC,U,0,NA,-36.47015952,PC5,PC25
Rhinolophidae,Rhinolophus,inops,Rhinolophus inops,616,Rhinolophus_inops,0,0,0,0,0,NA,NA,NA,1.696793085,49.74999999,1.135132651,13.64999999,NA,371.2223054,137806,14.5495996,122.0210037,61,NA,NA,NA,NA,NA,Pred,NA,LC,S,1.818446459,NA,-15.06618131,PC5,PC25
Rhinolophidae,Rhinolophus,maclaudi,Rhinolophus maclaudi,617,Rhinolophus_maclaudi,0,0,0,0,0,NA,NA,NA,1.799547307,63.02999998,1.554368001,35.84,NA,90.48834255,8188.140137,10.9933996,-12.3860998,46,NA,NA,CV,NA,NA,Pred,NA,E,D,0,NA,-14.76157729,PC5,PC25
Rhinolophidae,Rhinolophus,malayanus,Rhinolophus malayanus,618,Rhinolophus_malayanus,0,0,0,0,0,NA,NA,NA,1.633973156,43.05000002,0.806179974,6.4,NA,1240.516022,1538880.001,16.4325008,102.4380035,145,NA,NA,CV,NA,T,Pred,NA,LC,S,2.094712547,0.881373587,21.5430578,PC5,PC25
Rhinolophidae,Rhinolophus,marshalli,Rhinolophus marshalli,619,Rhinolophus_marshalli,0,0,0,0,0,20.3598745,0.673020907,4.709999999,1.658011397,45.50000004,0.700703717,5.019999998,NA,807.8725147,652658,18.6292992,101.6959991,142,NA,NA,CV,NA,NA,Pred,NA,LC,U,2.312438341,0.881373587,42.12922277,PC5,PC25
Rhinolophidae,Rhinolophus,paradoxolophus,Rhinolophus paradoxolophus,620,Rhinolophus_paradoxolophus,0,0,0,0,0,25.52873858,0.731588765,5.389999998,1.736197239,54.47500001,0.968482949,9.30000001,NA,649.5382976,421900,19.4808006,103.2929993,105,NA,NA,CV,NA,T,Pred,NA,LC,U,0,NA,13.76103372,PC5,PC25
Rhinolophidae,Rhinolophus,perditus,Rhinolophus perditus,621,Rhinolophus_perditus,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC5,PC25
Rhinolophidae,Rhinolophus,philippinensis,Rhinolophus philippinensis,622,Rhinolophus_philippinensis,0,0,0,0,0,NA,NA,NA,1.716003344,52.00000004,1.037824751,10.91000001,NA,497.482663,247489,-3.6605999,130.7369995,197,NA,NA,G,NA,NA,Pred,NA,LC,U,1.818446459,NA,114.050559,PC5,PC25
Rhinolophidae,Rhinolophus,pumilus,Rhinolophus pumilus,623,Rhinolophus_pumilus,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.818446459,NA,NA,PC5,PC25
Rhinolophidae,Rhinolophus,robinsoni,Rhinolophus robinsoni,624,Rhinolophus_robinsoni,0,0,0,0,0,NA,NA,NA,1.643452676,43.99999995,0.924279286,8.399999999,NA,217.4837907,47299.19922,5.8934598,100.6660004,99,NA,NA,G,NA,NA,Pred,NA,NT,D,0.881373587,NA,31.31508851,PC5,PC25
Rhinolophidae,Rhinolophus,rufus,Rhinolophus rufus,625,Rhinolophus_rufus,0,0,0,0,0,NA,NA,NA,1.846646329,70.25000007,1.123524981,13.29,NA,186.3606739,34730.30078,10.9596004,123.2259979,56,NA,NA,CV,NA,NA,Pred,NA,NT,D,0,NA,-9.988191311,PC5,PC26
Rhinolophidae,Rhinolophus,ruwenzorii,Rhinolophus ruwenzorii,626,Rhinolophus_ruwenzorii,0,0,0,0,0,NA,NA,NA,1.763427994,58.00000006,1.407220893,25.54,NA,157.6781544,24862.40037,-0.210986,29.5771008,75,NA,NA,CV,NA,NA,Pred,NA,V,D,0,1.443635475,10.57547629,PC5,PC25
Rhinolophidae,Rhinolophus,sedulus,Rhinolophus sedulus,627,Rhinolophus_sedulus,0,0,0,0,0,NA,NA,NA,1.612783857,41.00000003,0.941511433,8.740000007,NA,897.4614198,805437,1.06409,113.1569977,110,NA,NA,G,NA,NA,Pred,NA,NT,D,1.818446459,NA,5.245158499,PC5,PC25
Rhinolophidae,Rhinolophus,siamensis,Rhinolophus siamensis,628,Rhinolophus_siamensis,0,0,0,0,0,NA,NA,NA,NA,NA,1.149527014,14.11000001,NA,557.3212718,310607,20.6093006,102.8509979,99,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,12.78837366,PC5,PC25
Rhinolophidae,Rhinolophus,subrufus,Rhinolophus subrufus,629,Rhinolophus_subrufus,0,0,0,0,0,NA,NA,NA,1.736396502,54.49999997,1.384711743,24.25,NA,466.7290435,217836,12.0059996,123.0130005,63,NA,NA,CV,NA,NA,Pred,NA,DD,U,0.881373587,NA,-18.2728645,PC5,PC25
Rhinolophidae,Rhinolophus,swinnyi,Rhinolophus swinnyi,630,Rhinolophus_swinnyi,0,0,0,0,0,32.93375139,0.819543936,6.600000007,1.623145875,41.99000004,0.849419414,7.070000003,NA,1160.922047,1347739.999,-15.6409998,30.2035007,98,NA,NA,G,NA,NA,Pred,NA,LC,U,1.443635475,0.881373587,-21.11776551,PC5,PC25
Rhinolophidae,Rhinolophus,trifoliatus,Rhinolophus trifoliatus,631,Rhinolophus_trifoliatus,0,0,0,0,0,45.9408709,NA,NA,1.720159303,52.49999995,1.164352856,14.60000001,NA,1159.586133,1344640,2.0134799,108.3479996,180,NA,NA,F,NA,NA,Pred,NA,LC,U,0.881373587,NA,60.95506371,PC5,PC25
Rhinolophidae,Rhinolophus,virgo,Rhinolophus virgo,632,Rhinolophus_virgo,0,0,0,0,0,NA,NA,NA,1.604765885,40.25000003,0.782472624,6.059999998,NA,530.7532383,281699,11.7220001,122.9079971,72,NA,NA,G,NA,NA,Pred,NA,LC,S,0.881373587,NA,-12.76323289,PC5,PC25
Rhinolophidae,Rhinolophus,yunnanensis,Rhinolophus yunnanensis,633,Rhinolophus_yunnanensis,0,0,0,0,0,27.98952419,0.679427897,4.780000004,1.761551989,57.75000006,1.371067862,23.49999999,NA,NA,NA,NA,NA,NA,NA,NA,G,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC5,PC25
Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma microphyllum,634,Rhinopoma_microphyllum,0,0,0,0,0,64.57095381,0.903089987,8,1.833943544,68.22499995,1.46834733,29.39999997,1,2673.486488,7147530.002,19.8034,29.7087002,156,NA,NA,G,NA,T,Pred,Y,LC,S,3.584289652,0.881373587,-45.57732825,PC6,PC35
Rhinopomatidae,Rhinopoma,muscatellum,Rhinopoma muscatellum,635,Rhinopoma_muscatellum,0,0,0,0,0,NA,NA,NA,1.698883137,49.99000003,0.960470778,9.13000001,NA,668.5648809,446979,27.9694004,55.1152,44,NA,NA,G,NA,NA,Pred,NA,LC,U,1.443635475,NA,-48.27622704,PC6,PC35
Thyropteridae,Thyroptera,discifera,Thyroptera discifera,636,Thyroptera_discifera,0,0,0,0,0,28.11878981,0.612783857,4.100000003,1.525044807,33.5,0.495544338,3.130000003,NA,2497.268508,6236350.001,-0.768049,-66.2089996,221,0.929418926,8.500000006,F,NA,NA,Pred,NA,LC,U,2.644120761,NA,29.02944101,PC3,PC14
Thyropteridae,Thyroptera,lavali,Thyroptera lavali,637,Thyroptera_lavali,0,0,0,0,0,NA,NA,NA,NA,NA,0.718501689,5.230000002,NA,61.3445997,3763.159912,-2.3034301,-74.3550034,117,NA,NA,F,NA,NA,Pred,NA,DD,U,1.443635475,NA,57.82723455,PC3,PC14
Thyropteridae,Thyroptera,tricolor,Thyroptera tricolor,638,Thyroptera_tricolor,0,0,0,0,0,39.51802536,0.612783857,4.100000003,1.562292864,36.49999996,0.653212514,4.500000002,2,2924.939316,8555270.002,-5.0591502,-58.4928017,243,0.698970004,4.999999996,F,NA,NA,Pred,NA,LC,U,4.159127135,0,27.71436968,PC3,PC14
Vespertilionidae,Antrozous,dubiaquercus,Antrozous dubiaquercus,639,Antrozous_dubiaquercus,0,0,0,0,0,NA,NA,NA,NA,NA,1.292256071,19.59999998,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,T,Pred,N,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Arielulus,aureocollaris,Arielulus aureocollaris,640,Arielulus_aureocollaris,0,0,0,0,0,NA,NA,NA,NA,NA,0.977266212,9.489999991,NA,50.03208931,2503.209961,20.6515999,104.7740021,80,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,21.44395186,PC1,PC1
Vespertilionidae,Arielulus,circumdatus,Arielulus circumdatus,641,Arielulus_circumdatus,0,0,0,0,0,NA,NA,NA,1.607455023,40.49999998,1.017033339,10.39999999,NA,412.5602986,170206,21.4237003,95.6032028,156,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,77.68022027,PC1,PC1
Vespertilionidae,Barbastella,beijingensis,Barbastella beijingensis,642,Barbastella_beijingensis,0,0,0,0,0,NA,NA,NA,NA,NA,1.090963077,12.33000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC1
Vespertilionidae,Barbastella,darjelingensis,Barbastella darjelingensis,643,Barbastella_darjelingensis,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,1.818446459,NA,NA,PC1,PC1
Vespertilionidae,Barbastella,leucomelas,Barbastella leucomelas,644,Barbastella_leucomelas,0,0,0,0,0,NA,NA,NA,NA,NA,1.1775365,15.05,NA,1981.552422,3926550.001,33.4527016,83.2843018,179,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.312438341,NA,15.14442362,PC1,PC1
Vespertilionidae,Chalinolobus,argentatus,Chalinolobus argentatus,645,Chalinolobus_argentatus,0,0,0,0,0,NA,NA,NA,NA,NA,0.902546779,7.989999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Chalinolobus,beatrix,Chalinolobus beatrix,646,Chalinolobus_beatrix,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC1
Vespertilionidae,Chalinolobus,gouldii,Chalinolobus gouldii,647,Chalinolobus_gouldii,0,0,0,0,0,43.1009293,0.892094603,7.800000006,1.633804954,43.03333001,1.068185862,11.70000001,1,2714.671251,7369440.001,-25.5832005,134.0059967,61,2.06069784,114.9999999,G,NA,H,Pred,NA,LC,S,4.356873152,NA,-142.8225731,PC1,PC1
Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,648,Chalinolobus_morio,0,0,0,0,0,41.44876629,0.86923172,7.400000005,1.57921178,37.94999998,0.919078092,8.299999993,1,1522.169504,2316999.999,-30.8822002,136.9140015,47,1.477121255,30.00000002,NA,NA,H,Pred,NA,LC,S,2.644120761,NA,-91.81167509,PC1,PC1
Vespertilionidae,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,649,Chalinolobus_nigrogriseus,0,0,0,0,0,NA,NA,NA,1.543943942,34.98999996,0.943988875,8.789999999,NA,1215.195458,1476700.001,-16.8589001,138.2380066,99,NA,NA,NA,NA,NA,Pred,NA,LC,S,0.881373587,NA,-23.0765563,PC1,PC1
Vespertilionidae,Chalinolobus,poensis,Chalinolobus poensis,650,Chalinolobus_poensis,0,0,0,0,0,NA,NA,NA,NA,NA,0.934498451,8.599999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC1
Vespertilionidae,Chalinolobus,variegatus,Chalinolobus variegatus,651,Chalinolobus_variegatus,0,0,0,0,0,NA,NA,NA,NA,NA,1.089905111,12.29999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Corynorhinus,mexicanus,Corynorhinus mexicanus,652,Corynorhinus_mexicanus,0,0,0,0,0,NA,NA,NA,NA,NA,1.011993115,10.28000001,NA,717.585535,514929,22.7710991,-102.310997,95,NA,NA,NA,NA,H,Pred,NA,NT,D,3.179785438,NA,0.051343549,PC1,PC1
Vespertilionidae,Eptesicus,andersoni,Eptesicus andersoni,653,Eptesicus_andersoni,0,0,0,0,0,NA,NA,NA,NA,NA,1.320146286,20.89999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC1
Vespertilionidae,Eptesicus,bobrinskoi,Eptesicus bobrinskoi,654,Eptesicus_bobrinskoi,0,0,0,0,0,NA,NA,NA,1.556181847,35.99000003,0.877371346,7.540000002,NA,802.3758471,643807,47.6612015,62.1893997,12,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,-87.57111872,PC1,PC1
Vespertilionidae,Eptesicus,bottae,Eptesicus bottae,655,Eptesicus_bottae,0,0,0,0,0,NA,NA,NA,1.632963168,42.94999998,1.194791758,15.66000001,NA,1971.040334,3884999.998,33.8305016,53.9710007,81,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.491779853,NA,-82.28249522,PC1,PC1
Vespertilionidae,Eptesicus,chiriquinus,Eptesicus chiriquinus,656,Eptesicus_chiriquinus,0,0,0,0,0,NA,NA,NA,NA,NA,1.039414119,10.95,NA,432.612991,187154,7.8540502,-72.6829987,186,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.094712547,NA,106.5870197,PC1,PC1
Vespertilionidae,Eptesicus,dimissus,Eptesicus dimissus,657,Eptesicus_dimissus,0,0,0,0,0,NA,NA,NA,1.623145875,41.99000004,1.176091259,15,NA,63.80799292,4071.45996,27.4106998,84.433197,68,NA,NA,NA,NA,NA,Pred,NA,DD,U,0.881373587,NA,8.692939233,PC1,PC1
Vespertilionidae,Eptesicus,gobiensis,Eptesicus gobiensis,658,Eptesicus_gobiensis,0,0,0,0,0,NA,NA,NA,NA,NA,1.039414119,10.95,NA,1970.976915,3884749.999,41.0004997,87.7796021,54,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,-109.2790378,PC1,PC1
Vespertilionidae,Eptesicus,nasutus,Eptesicus nasutus,659,Eptesicus_nasutus,0,0,0,0,0,NA,NA,NA,1.568201724,36.99999999,0.898176483,7.909999991,NA,1365.748879,1865270,21.9426994,51.3656006,56,NA,NA,NA,NA,NA,Pred,NA,LC,U,0.881373587,NA,-74.28418629,PC1,PC1
Vespertilionidae,Eptesicus,regulus,Eptesicus regulus,660,Eptesicus_regulus,0,0,0,0,0,37.16618005,0.832508913,6.800000005,NA,NA,0.748188027,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,LC,S,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Eptesicus,sagittula,Eptesicus sagittula,661,Eptesicus_sagittula,0,0,0,0,0,33.61736042,0.812913357,6.500000005,NA,NA,0.838849091,6.900000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC1
Vespertilionidae,Eptesicus,vulturnus,Eptesicus vulturnus,662,Eptesicus_vulturnus,0,0,0,0,0,38.76523931,0.875061263,7.499999993,NA,NA,0.653212514,4.500000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0.881373587,NA,NA,PC1,PC1
Vespertilionidae,Eudiscopus,denticulus,Eudiscopus denticulus,663,Eudiscopus_denticulus,0,0,0,0,0,NA,NA,NA,1.556181847,35.99000003,0.857332496,7.199999993,NA,71.59790336,5126.259766,15.7290001,102.2730026,86,NA,NA,C,NA,NA,Pred,NA,LC,U,1.818446459,NA,26.26826139,PC1,PC4
Vespertilionidae,Falsistrellus,petersi,Falsistrellus petersi,664,Falsistrellus_petersi,0,0,0,0,0,NA,NA,NA,1.590953235,38.98999998,0.956648579,9.049999996,NA,167.8561861,28175.69921,3.72279,123.5999985,127,NA,NA,NA,NA,NA,Pred,NA,DD,U,0.881373587,NA,62.02060668,PC1,PC1
Vespertilionidae,Glauconycteris,egeria,Glauconycteris egeria,665,Glauconycteris_egeria,0,0,0,0,0,NA,NA,NA,1.579783597,38.00000003,0.924795996,8.410000004,NA,621.765229,386592,1.89153,20.7612,94,NA,NA,NA,NA,NA,Pred,NA,DD,U,0,NA,4.27512134,PC1,PC1
Vespertilionidae,Glauconycteris,variegata,Glauconycteris variegata,666,Glauconycteris_variegata,0,0,0,0,0,NA,NA,NA,1.638888425,43.54000003,1.051152522,11.24999999,NA,2948.45044,8693359.997,-4.4948101,24.4899998,175,NA,NA,NA,NA,NA,Pred,NA,LC,U,0,NA,-41.56737207,PC1,PC1
Vespertilionidae,Glischropus,tylopus,Glischropus tylopus,667,Glischropus_tylopus,0,0,0,0,0,NA,NA,NA,1.484299839,30.49999998,0.69019608,4.9,2,1565.68196,2451360,7.3016601,106.0650024,194,NA,NA,G,NA,NA,Pred,NA,LC,U,1.818446459,NA,52.8161826,PC1,PC1
Vespertilionidae,Harpiocephalus,harpia,Harpiocephalus harpia,668,Harpiocephalus_harpia,0,0,0,0,0,28.84933465,0.716003344,5.200000004,1.652439748,44.92000004,1.130333768,13.49999998,NA,950.8301636,904078,6.6809902,104.6610031,228,NA,NA,F,NA,NA,Pred,NA,LC,D,2.094712547,NA,120.3356869,PC1,PC4
Vespertilionidae,Harpiocephalus,mordax,Harpiocephalus mordax,669,Harpiocephalus_mordax,0,0,0,0,0,NA,NA,NA,1.711807229,51.5,1.302979937,20.09000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pred,NA,NA,NA,0,NA,NA,PC1,PC4
Vespertilionidae,Harpiola,isodon,Harpiola isodon,670,Harpiola_isodon,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,108.7786735,11832.79981,23.7719994,121.125,21,NA,NA,NA,NA,NA,Pred,NA,DD,U,1.443635475,NA,-40.75870022,PC1,PC4
Vespertilionidae,Hesperoptenus,blanfordi,Hesperoptenus blanfordi,671,Hesperoptenus_blanfordi,0,0,0,0,0,NA,NA,NA,1.423245874,26.5,0.86332286,7.299999998,NA,678.5455033,460424,10.7459002,101.0179977,158,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.818446459,NA,65.17966539,PC1,PC1
Vespertilionidae,Hesperoptenus,tickelli,Hesperoptenus tickelli,672,Hesperoptenus_tickelli,0,0,0,0,0,NA,NA,NA,1.74028372,54.99000004,1.212187604,16.29999998,NA,1025.577886,1051810,16.4288006,95.1149979,128,NA,NA,NA,NA,NA,Pred,NA,LC,U,2.094712547,NA,16.26071043,PC1,PC1
Vespertilionidae,Histiotus,magellanicus,Histiotus magellanicus,673,Histiotus_magellanicus,0,0,0,0,0,NA,NA,NA,NA,NA,1.065579715,11.63000001,NA,574.5285023,330083,-46.8396988,-72.0531006,8,NA,NA,NA,NA,NA,Pred,NA,LC,U,1.443635475,NA,-79.14970254,PC1,PC1
Vespertilionidae,Hypsugo,alaschanicus,Hypsugo alaschanicus,674,Hypsugo_alaschanicus,0,0,0,0,0,NA,NA,NA,NA,NA,0.748188027,5.6,NA,NA,NA,NA,NA,NA,1.079181246,12,G,NA,H,Pred,NA,NA,NA,1.443635475,NA,NA,PC1,PC1
